Species2_eBird,Sex,mean_Tarsus.Length,mean_Tail.Length,Family2,Order2,Wire.Tails
Porphyrio flavirostris,M,36,70,Rallidae,Gruiformes,N
Porphyrio hochstetteri,F,95,110,Rallidae,Gruiformes,N
Porphyrio indicus,F,80.85,78,Rallidae,Gruiformes,N
Porphyrio indicus,M,79.55,81,Rallidae,Gruiformes,N
Porphyrio madagascariensis,F,77.3,85,Rallidae,Gruiformes,N
Porphyrio madagascariensis,M,81.75,83.5,Rallidae,Gruiformes,N
Porphyrio martinica,F,60.425,74.25,Rallidae,Gruiformes,N
Porphyrio martinica,M,53.71666667,72.33333333,Rallidae,Gruiformes,N
Porphyriops melanops,F,35,52,Rallidae,Gruiformes,N
Porphyriops melanops,M,36.86666667,55.66666667,Rallidae,Gruiformes,N
Porphyrolaema porphyrolaema,F,20.7,73,Cotingidae,Passeriformes,N
Porphyrolaema porphyrolaema,M,19,65,Cotingidae,Passeriformes,N
Porzana carolina,F,29.2,52,Rallidae,Gruiformes,N
Porzana carolina,M,31.6,52,Rallidae,Gruiformes,N
Porzana fluminea,M,27.7,47,Rallidae,Gruiformes,N
Porzana porzana,F,27.9,45,Rallidae,Gruiformes,N
Porzana porzana,M,29.5,45,Rallidae,Gruiformes,N
Porzana spiloptera,M,20.1,15,Rallidae,Gruiformes,N
Premnoplex brunnescens,F,20.5,62.5,Furnariidae,Passeriformes,N
Premnoplex brunnescens,M,19.76315789,65.68421053,Furnariidae,Passeriformes,N
Premnoplex tatei,M,21.2,56,Furnariidae,Passeriformes,N
Premnornis guttuliger,M,21.4,75,Furnariidae,Passeriformes,N
Primolius auricollis,F,17.45,179.7,Psittacidae,Psittaciformes,N
Primolius auricollis,M,17.8,178.85,Psittacidae,Psittaciformes,N
Primolius couloni,F,21.26,211.04,Psittacidae,Psittaciformes,N
Primolius couloni,M,22.8,231.3333333,Psittacidae,Psittaciformes,N
Primolius maracana,F,13.475,210.25,Psittacidae,Psittaciformes,N
Primolius maracana,M,15.675,208.75,Psittacidae,Psittaciformes,N
Prinia atrogularis,F,18.25,96.5,Cisticolidae,Passeriformes,N
Prinia atrogularis,M,18.35,90,Cisticolidae,Passeriformes,N
Prinia bairdii,F,20.88333333,58.41666667,Cisticolidae,Passeriformes,N
Prinia bairdii,M,22.26666667,71,Cisticolidae,Passeriformes,N
Prinia buchanani,F,17.55,61.75,Cisticolidae,Passeriformes,N
Prinia buchanani,M,17.8,69.5,Cisticolidae,Passeriformes,N
Prinia cinereocapilla,F,18.1,33,Cisticolidae,Passeriformes,N
Prinia cooki,M,22.15,89,Cisticolidae,Passeriformes,N
Prinia crinigera,F,16.65,72.5,Cisticolidae,Passeriformes,N
Prinia crinigera,M,20.45,77.5,Cisticolidae,Passeriformes,N
Prinia erythroptera,F,20.65,57,Cisticolidae,Passeriformes,N
Prinia erythroptera,M,22.1,56.33333333,Cisticolidae,Passeriformes,N
Prinia familiaris,M,21.575,56,Cisticolidae,Passeriformes,N
Prinia flavicans,F,19.5,61,Cisticolidae,Passeriformes,N
Prinia flavicans,M,20.6,72,Cisticolidae,Passeriformes,N
Prinia flaviventris,F,20.75,52.5,Cisticolidae,Passeriformes,N
Prinia flaviventris,M,21.5,72.5,Cisticolidae,Passeriformes,N
Prinia fluviatilis,M,19.925,47.25,Cisticolidae,Passeriformes,N
Prinia gracilis,F,16.5,61,Cisticolidae,Passeriformes,N
Prinia gracilis,M,17.23333333,58.33333333,Cisticolidae,Passeriformes,N
Prinia hodgsonii,F,17.6,41.5,Cisticolidae,Passeriformes,N
Prinia hodgsonii,M,18.36666667,50,Cisticolidae,Passeriformes,N
Prinia hypoxantha,F,21.2,59.75,Cisticolidae,Passeriformes,N
Prinia hypoxantha,M,22.65,65,Cisticolidae,Passeriformes,N
Prinia inornata,F,18.45,75,Cisticolidae,Passeriformes,N
Prinia inornata,M,17.9,68,Cisticolidae,Passeriformes,N
Prinia maculosa,F,20.5,68,Cisticolidae,Passeriformes,N
Prinia maculosa,M,21.43333333,69,Cisticolidae,Passeriformes,N
Prinia molleri,F,20.8,70,Cisticolidae,Passeriformes,N
Prinia molleri,M,21.66666667,77,Cisticolidae,Passeriformes,N
Prinia polychroa,F,19.8,65.5,Cisticolidae,Passeriformes,N
Prinia polychroa,M,21.88333333,77.16666667,Cisticolidae,Passeriformes,N
Prinia rufescens,F,18.1,32.5,Cisticolidae,Passeriformes,N
Prinia rufescens,M,18.4,45.5,Cisticolidae,Passeriformes,N
Prinia rufifrons,F,18.65,53.5,Cisticolidae,Passeriformes,N
Prinia rufifrons,M,19.53333333,59,Cisticolidae,Passeriformes,N
Prinia socialis,F,19.4,57,Cisticolidae,Passeriformes,N
Prinia socialis,M,19.7,67,Cisticolidae,Passeriformes,N
Prinia somalica,F,17.95,61,Cisticolidae,Passeriformes,N
Prinia somalica,M,18.13333333,59,Cisticolidae,Passeriformes,N
Prinia subflava,F,19,49.66666667,Cisticolidae,Passeriformes,N
Prinia subflava,M,19.52222222,51.55555556,Cisticolidae,Passeriformes,N
Prinia superciliaris,F,19.1,90,Cisticolidae,Passeriformes,N
Prinia superciliaris,M,21,110,Cisticolidae,Passeriformes,N
Prinia sylvatica,F,19.5,60.5,Cisticolidae,Passeriformes,N
Prinia sylvatica,M,21.3,73.33333333,Cisticolidae,Passeriformes,N
Prioniturus discurus,F,16.25,71,Psittaculidae,Psittaciformes,N
Prioniturus discurus,M,14.6,63,Psittaculidae,Psittaciformes,N
Prioniturus flavicans,F,19.3,108,Psittaculidae,Psittaciformes,N
Prioniturus flavicans,M,19.3,104,Psittaculidae,Psittaciformes,N
Prioniturus luconensis,M,14.8,72.75,Psittaculidae,Psittaciformes,N
Prioniturus mada,F,19.3,101,Psittaculidae,Psittaciformes,N
Prioniturus mada,M,17.76666667,105.6666667,Psittaculidae,Psittaciformes,N
Prioniturus mindorensis,F,17.9,89,Psittaculidae,Psittaciformes,N
Prioniturus montanus,F,16.475,92.925,Psittaculidae,Psittaciformes,N
Prioniturus montanus,M,19.475,113.9,Psittaculidae,Psittaciformes,N
Prioniturus platenae,F,16,69,Psittaculidae,Psittaciformes,N
Prioniturus platenae,M,16.35,81,Psittaculidae,Psittaciformes,N
Prioniturus platurus,F,17.75,92,Psittaculidae,Psittaciformes,N
Prioniturus platurus,M,17.15,91,Psittaculidae,Psittaciformes,N
Prioniturus verticalis,F,16.8,90,Psittaculidae,Psittaciformes,N
Prioniturus verticalis,M,18.2,88,Psittaculidae,Psittaciformes,N
Prioniturus waterstradti,F,15,89.5,Psittaculidae,Psittaciformes,N
Prioniturus waterstradti,M,16.58,89.28,Psittaculidae,Psittaciformes,N
Prionochilus maculatus,F,12.56666667,22.33333333,Dicaeidae,Passeriformes,N
Prionochilus maculatus,M,12.36666667,24.33333333,Dicaeidae,Passeriformes,N
Prionochilus olivaceus,F,12.35,29.5,Dicaeidae,Passeriformes,N
Prionochilus olivaceus,M,12.825,26.5,Dicaeidae,Passeriformes,N
Prionochilus percussus,F,12.7,24,Dicaeidae,Passeriformes,N
Prionochilus percussus,M,13.7,32.33333333,Dicaeidae,Passeriformes,N
Prionochilus plateni,F,14.83333333,27,Dicaeidae,Passeriformes,N
Prionochilus plateni,M,14.66666667,26.66666667,Dicaeidae,Passeriformes,N
Prionochilus thoracicus,M,14.98,29.6,Dicaeidae,Passeriformes,N
Prionochilus xanthopygius,F,12.73333333,22.6,Dicaeidae,Passeriformes,N
Prionochilus xanthopygius,M,13.58,25.22,Dicaeidae,Passeriformes,N
Prionops alberti,F,21.25,99,Vangidae,Passeriformes,N
Prionops alberti,M,22.25,98,Vangidae,Passeriformes,N
Prionops caniceps,F,19.55,83.5,Vangidae,Passeriformes,N
Prionops caniceps,M,20.1,75.33333333,Vangidae,Passeriformes,N
Prionops gabela,F,19.9,79.5,Vangidae,Passeriformes,N
Prionops plumatus,F,22.78,93.5,Vangidae,Passeriformes,N
Prionops plumatus,M,23.025,93.375,Vangidae,Passeriformes,N
Prionops poliolophus,F,24.85,102,Vangidae,Passeriformes,N
Prionops retzii,F,20.8,101,Vangidae,Passeriformes,N
Prionops retzii,M,22.4,95.5,Vangidae,Passeriformes,N
Prionops rufiventris,F,19.25,77.5,Vangidae,Passeriformes,N
Prionops rufiventris,M,19.3,71.66666667,Vangidae,Passeriformes,N
Prionops scopifrons,F,17.8,83,Vangidae,Passeriformes,N
Prionops scopifrons,M,18.1,79.33333333,Vangidae,Passeriformes,N
Priotelus roseigaster,F,17.85,158,Trogonidae,Trogoniformes,N
Priotelus roseigaster,M,17.9,154.5,Trogonidae,Trogoniformes,N
Priotelus temnurus,F,17.8,113,Trogonidae,Trogoniformes,N
Priotelus temnurus,M,19.4,128,Trogonidae,Trogoniformes,N
Probosciger aterrimus,F,32,216,Cacatuidae,Psittaciformes,N
Probosciger aterrimus,M,28.61666667,233.6666667,Cacatuidae,Psittaciformes,N
Procarduelis nipalensis,F,20.05,57.75,Fringillidae,Passeriformes,N
Procarduelis nipalensis,M,20.8,65.83333333,Fringillidae,Passeriformes,N
Procellaria aequinoctialis,F,62.15,115.5,Procellariidae,Procellariiformes,N
Procellaria aequinoctialis,M,62.95,124,Procellariidae,Procellariiformes,N
Procellaria cinerea,F,56.65,96.5,Procellariidae,Procellariiformes,N
Procellaria cinerea,M,56.8,102,Procellariidae,Procellariiformes,N
Procellaria conspicillata,M,62.35,112.5,Procellariidae,Procellariiformes,N
Procellaria westlandica,F,58.25,124.75,Procellariidae,Procellariiformes,N
Procellaria westlandica,M,53.9,139.3333333,Procellariidae,Procellariiformes,N
Procnias albus,F,24.9,75,Cotingidae,Passeriformes,N
Procnias albus,M,28.6,91,Cotingidae,Passeriformes,N
Procnias averano,M,28.4,97,Cotingidae,Passeriformes,N
Procnias nudicollis,F,27.05,83.5,Cotingidae,Passeriformes,N
Procnias nudicollis,M,30.93333333,82,Cotingidae,Passeriformes,N
Procnias tricarunculatus,M,29.45,113.25,Cotingidae,Passeriformes,N
Prodotiscus insignis,F,11.8,43.83333333,Indicatoridae,Piciformes,N
Prodotiscus insignis,M,11.03333333,44.66666667,Indicatoridae,Piciformes,N
Prodotiscus regulus,F,11.6,48.5,Indicatoridae,Piciformes,N
Prodotiscus regulus,M,11.83333333,52.66666667,Indicatoridae,Piciformes,N
Prodotiscus zambesiae,F,11.05,49,Indicatoridae,Piciformes,N
Prodotiscus zambesiae,M,12.46666667,50.66666667,Indicatoridae,Piciformes,N
Progne chalybea,F,13.375,58.225,Hirundinidae,Passeriformes,N
Progne chalybea,M,13.44,67.1,Hirundinidae,Passeriformes,N
Progne cryptoleuca,F,15.45,70,Hirundinidae,Passeriformes,N
Progne cryptoleuca,M,14.6,77,Hirundinidae,Passeriformes,N
Progne dominicensis,F,15.3,81,Hirundinidae,Passeriformes,N
Progne dominicensis,M,14.375,73.55,Hirundinidae,Passeriformes,N
Progne elegans,F,14.16666667,75.86666667,Hirundinidae,Passeriformes,N
Progne elegans,M,14.475,80.325,Hirundinidae,Passeriformes,N
Progne modesta,F,14.8,69,Hirundinidae,Passeriformes,N
Progne modesta,M,14,68.83333333,Hirundinidae,Passeriformes,N
Progne murphyi,F,14.6,68,Hirundinidae,Passeriformes,N
Progne murphyi,M,11.7,66,Hirundinidae,Passeriformes,N
Progne sinaloae,F,13.95,79.75,Hirundinidae,Passeriformes,N
Progne sinaloae,M,14.2,75.5,Hirundinidae,Passeriformes,N
Progne subis,F,15,71.675,Hirundinidae,Passeriformes,N
Progne subis,M,15.02,73,Hirundinidae,Passeriformes,N
Progne tapera,F,13.16,61.92,Hirundinidae,Passeriformes,N
Progne tapera,M,13.51428571,64.1,Hirundinidae,Passeriformes,N
Promerops cafer,F,24,281,Promeropidae,Passeriformes,N
Promerops cafer,M,24.3,214,Promeropidae,Passeriformes,N
Promerops gurneyi,F,20.8,122,Promeropidae,Passeriformes,N
Promerops gurneyi,M,21.83333333,153.5333333,Promeropidae,Passeriformes,N
Prosobonia parvirostris,F,25.16666667,56.1,Scolopacidae,Charadriiformes,N
Prosobonia parvirostris,M,25.46666667,52.43333333,Scolopacidae,Charadriiformes,N
Prosopeia personata,F,27.75,207.5,Psittaculidae,Psittaciformes,N
Prosopeia personata,M,26.96666667,228.3333333,Psittaculidae,Psittaciformes,N
Prosopeia splendens,F,23.9,190.5,Psittaculidae,Psittaciformes,N
Prosopeia splendens,M,25.53333333,214,Psittaculidae,Psittaciformes,N
Prosopeia tabuensis,F,26.1,204,Psittaculidae,Psittaciformes,N
Prosopeia tabuensis,M,27.23333333,216.6666667,Psittaculidae,Psittaciformes,N
Prosthemadera novaeseelandiae,F,40.5,129,Meliphagidae,Passeriformes,N
Prosthemadera novaeseelandiae,M,39.68,122.6,Meliphagidae,Passeriformes,N
Protonotaria citrea,F,18.03333333,40.66666667,Parulidae,Passeriformes,N
Protonotaria citrea,M,18.475,44.625,Parulidae,Passeriformes,N
Prunella atrogularis,F,19.5,65,Prunellidae,Passeriformes,N
Prunella atrogularis,M,18.9,68,Prunellidae,Passeriformes,N
Prunella collaris,F,23.75,59,Prunellidae,Passeriformes,N
Prunella collaris,M,23.53333333,67,Prunellidae,Passeriformes,N
Prunella fagani,F,20.2,61,Prunellidae,Passeriformes,N
Prunella fagani,M,20.96666667,66,Prunellidae,Passeriformes,N
Prunella fulvescens,F,20.2,65,Prunellidae,Passeriformes,N
Prunella fulvescens,M,20.23333333,68.66666667,Prunellidae,Passeriformes,N
Prunella himalayana,F,20.9,57,Prunellidae,Passeriformes,N
Prunella himalayana,M,21.9,62.5,Prunellidae,Passeriformes,N
Prunella immaculata,F,20.95,60.5,Prunellidae,Passeriformes,N
Prunella immaculata,M,21.86666667,56.66666667,Prunellidae,Passeriformes,N
Prunella koslowi,F,18.65,64.5,Prunellidae,Passeriformes,N
Prunella koslowi,M,19.9,65,Prunellidae,Passeriformes,N
Prunella modularis,F,20.7,61.25,Prunellidae,Passeriformes,N
Prunella modularis,M,20.33636364,58.95454545,Prunellidae,Passeriformes,N
Prunella montanella,F,19.4,67,Prunellidae,Passeriformes,N
Prunella montanella,M,18.6,66,Prunellidae,Passeriformes,N
Prunella ocularis,F,19.53333333,65.66666667,Prunellidae,Passeriformes,N
Prunella ocularis,M,20.9,67,Prunellidae,Passeriformes,N
Prunella rubeculoides,F,22.75,61,Prunellidae,Passeriformes,N
Prunella rubeculoides,M,22.96666667,69,Prunellidae,Passeriformes,N
Prunella rubida,M,20.65,58,Prunellidae,Passeriformes,N
Prunella strophiata,F,19.65,54.5,Prunellidae,Passeriformes,N
Prunella strophiata,M,19.56666667,59.33333333,Prunellidae,Passeriformes,N
Psalidoprocne albiceps,F,10.16666667,64.86666667,Hirundinidae,Passeriformes,N
Psalidoprocne albiceps,M,9.875,69.725,Hirundinidae,Passeriformes,N
Psalidoprocne fuliginosa,F,9.85,59.5,Hirundinidae,Passeriformes,N
Psalidoprocne fuliginosa,M,9.45,54.85,Hirundinidae,Passeriformes,N
Psalidoprocne nitens,F,10.6,47.75,Hirundinidae,Passeriformes,N
Psalidoprocne nitens,M,9.6,55.42,Hirundinidae,Passeriformes,N
Psalidoprocne obscura,F,9,65.5,Hirundinidae,Passeriformes,N
Psalidoprocne obscura,M,9.14,92.16,Hirundinidae,Passeriformes,N
Psalidoprocne pristoptera,F,9.185714286,71.87142857,Hirundinidae,Passeriformes,N
Psalidoprocne pristoptera,M,9.216666667,84.38333333,Hirundinidae,Passeriformes,N
Psaltria exilis,F,13.15,39.5,Aegithalidae,Passeriformes,N
Psaltria exilis,M,13.1,44,Aegithalidae,Passeriformes,N
Psaltriparus minimus,F,16.15,52,Aegithalidae,Passeriformes,N
Psaltriparus minimus,M,15.3,52.5,Aegithalidae,Passeriformes,N
Psarisomus dalhousiae,F,22.725,125.25,Eurylaimidae,Passeriformes,N
Psarisomus dalhousiae,M,26.17777778,129.3,Eurylaimidae,Passeriformes,N
Psarocolius angustifrons,F,41.55714286,156.7142857,Icteridae,Passeriformes,N
Psarocolius angustifrons,M,50,201.6428571,Icteridae,Passeriformes,N
Psarocolius atrovirens,F,40.38571429,134.0714286,Icteridae,Passeriformes,N
Psarocolius atrovirens,M,47.95,169.3333333,Icteridae,Passeriformes,N
Psarocolius bifasciatus,F,45.18,146.1,Icteridae,Passeriformes,N
Psarocolius bifasciatus,M,55.08333333,181.75,Icteridae,Passeriformes,N
Psarocolius cassini,M,59.5,220,Icteridae,Passeriformes,N
Psarocolius decumanus,F,43.5625,153.6875,Icteridae,Passeriformes,N
Psarocolius decumanus,M,50.51666667,192.4166667,Icteridae,Passeriformes,N
Psarocolius guatimozinus,F,45.2,171,Icteridae,Passeriformes,N
Psarocolius guatimozinus,M,52.86666667,189.2333333,Icteridae,Passeriformes,N
Psarocolius montezuma,F,48.55,160,Icteridae,Passeriformes,N
Psarocolius montezuma,M,56.42857143,177.6142857,Icteridae,Passeriformes,N
Psarocolius viridis,F,45.23333333,141.6666667,Icteridae,Passeriformes,N
Psarocolius viridis,M,55.3,164,Icteridae,Passeriformes,N
Psarocolius wagleri,F,31.85,102.5,Icteridae,Passeriformes,N
Psarocolius wagleri,M,38.2,136,Icteridae,Passeriformes,N
Psephotus chrysopterygius,F,14.6,101,Psittaculidae,Psittaciformes,N
Psephotus chrysopterygius,M,14.63333333,117.6666667,Psittaculidae,Psittaciformes,N
Psephotus dissimilis,F,15.3,170.7,Psittaculidae,Psittaciformes,N
Psephotus dissimilis,M,15.4,155.4,Psittaculidae,Psittaciformes,N
Psephotus haematonotus,M,15.78,151,Psittaculidae,Psittaciformes,N
Psephotus varius,F,16.5,155.75,Psittaculidae,Psittaciformes,N
Psephotus varius,M,16.55,160.95,Psittaculidae,Psittaciformes,N
Pseudasthenes cactorum,F,20.46666667,67,Furnariidae,Passeriformes,N
Pseudasthenes humicola,F,21.9,77,Furnariidae,Passeriformes,N
Pseudasthenes humicola,M,21.8,71.5,Furnariidae,Passeriformes,N
Pseudasthenes patagonica,F,19.5,63,Furnariidae,Passeriformes,N
Pseudasthenes steinbachi,F,21.8,81.5,Furnariidae,Passeriformes,N
Pseudasthenes steinbachi,M,21.7,90,Furnariidae,Passeriformes,N
Pseudastur albicollis,F,83.17142857,219.2857143,Accipitridae,Accipitriformes,N
Pseudastur albicollis,M,82.46,213.2,Accipitridae,Accipitriformes,N
Pseudastur occidentalis,F,73.6,207,Accipitridae,Accipitriformes,N
Pseudastur occidentalis,M,75.5,184,Accipitridae,Accipitriformes,N
Pseudastur polionotus,F,88.7,191.5,Accipitridae,Accipitriformes,N
Pseudastur polionotus,M,85.6,190,Accipitridae,Accipitriformes,N
Pseudelaenia leucospodia,F,18.6,50.25,Tyrannidae,Passeriformes,N
Pseudelaenia leucospodia,M,17.86666667,54,Tyrannidae,Passeriformes,N
Pseudeos cardinalis,F,20.2,129.5,Psittacidae,Psittaciformes,N
Pseudeos cardinalis,M,20.5,150,Psittacidae,Psittaciformes,N
Pseudeos fuscata,F,17.3,80,Psittaculidae,Psittaciformes,N
Pseudeos fuscata,M,19.8,75.66666667,Psittaculidae,Psittaciformes,N
Pseudhirundo griseopyga,F,11.3,70.325,Hirundinidae,Passeriformes,N
Pseudhirundo griseopyga,M,11.25,75.95,Hirundinidae,Passeriformes,N
Pseudibis davisoni,F,82.8,192.5,Threskiornithidae,Pelecaniformes,N
Pseudibis davisoni,M,86.53333333,204.3333333,Threskiornithidae,Pelecaniformes,N
Pseudibis gigantea,F,110.2,230.7,Threskiornithidae,Pelecaniformes,N
Pseudibis gigantea,M,113.75,219.2,Threskiornithidae,Pelecaniformes,N
Pseudibis papillosa,F,75.15,204.5,Threskiornithidae,Pelecaniformes,N
Pseudibis papillosa,M,68.53333333,195.6666667,Threskiornithidae,Pelecaniformes,N
Pseudobias wardi,F,15.15,62.5,Vangidae,Passeriformes,N
Pseudobias wardi,M,15.51428571,62.57142857,Vangidae,Passeriformes,N
Pseudobulweria becki,F,35.8,93.3,Procellariidae,Procellariiformes,N
Pseudobulweria becki,M,35.6,92,Procellariidae,Procellariiformes,N
Pseudobulweria macgillivrayi,M,36.4,82,Procellariidae,Procellariiformes,N
Pseudobulweria rostrata,F,44.8,103.5,Procellariidae,Procellariiformes,N
Pseudocalyptomena graueri,F,19.1,38,Eurylaimidae,Passeriformes,N
Pseudochelidon eurystomina,F,13.6,48.5,Hirundinidae,Passeriformes,N
Pseudochelidon eurystomina,M,14,51.5,Hirundinidae,Passeriformes,N
Pseudocolaptes boissonneautii,F,24.7125,90.075,Furnariidae,Passeriformes,N
Pseudocolaptes boissonneautii,M,27.04615385,97.94615385,Furnariidae,Passeriformes,N
Pseudocolaptes lawrencii,F,25.28571429,95.57142857,Furnariidae,Passeriformes,N
Pseudocolaptes lawrencii,M,25.75625,97,Furnariidae,Passeriformes,N
Pseudocolopteryx acutipennis,F,18.14,43.6,Tyrannidae,Passeriformes,N
Pseudocolopteryx acutipennis,M,18.46,45,Tyrannidae,Passeriformes,N
Pseudocolopteryx citreola,M,18.7,49,Tyrannidae,Passeriformes,N
Pseudocolopteryx dinelliana,M,18.125,48.75,Tyrannidae,Passeriformes,N
Pseudocolopteryx flaviventris,F,18.2,49.5,Tyrannidae,Passeriformes,N
Pseudocolopteryx flaviventris,M,18.7,51.93333333,Tyrannidae,Passeriformes,N
Pseudocolopteryx sclateri,F,17.9,44.8,Tyrannidae,Passeriformes,N
Pseudocolopteryx sclateri,M,16.63333333,44.86666667,Tyrannidae,Passeriformes,N
Pseudoleistes guirahuro,F,33.65,80.5,Icteridae,Passeriformes,N
Pseudoleistes guirahuro,M,34.93333333,91,Icteridae,Passeriformes,N
Pseudoleistes virescens,F,35.85,85,Icteridae,Passeriformes,N
Pseudoleistes virescens,M,29.53333333,93.66666667,Icteridae,Passeriformes,N
Pseudonestor xanthophrys,F,21.25,44.5,Fringillidae,Passeriformes,N
Pseudonestor xanthophrys,M,22.4,46,Fringillidae,Passeriformes,N
Pseudonigrita arnaudi,F,17.95,35.5,Ploceidae,Passeriformes,N
Pseudonigrita arnaudi,M,18.56666667,39.33333333,Ploceidae,Passeriformes,N
Pseudonigrita cabanisi,F,17.1,48.5,Ploceidae,Passeriformes,N
Pseudonigrita cabanisi,M,18.6,48.66666667,Ploceidae,Passeriformes,N
Pseudopipra pipra,F,13.63333333,26.56666667,Pipridae,Passeriformes,N
Pseudopipra pipra,M,14.475,26.675,Pipridae,Passeriformes,N
Pseudopodoces humilis,F,27.83333333,64,Paridae,Passeriformes,N
Pseudopodoces humilis,M,28.96666667,62.66666667,Paridae,Passeriformes,N
Pseudorectes ferrugineus,F,33.96666667,112,Pachycephalidae,Passeriformes,N
Pseudorectes ferrugineus,M,37,108.6666667,Pachycephalidae,Passeriformes,N
Pseudorectes incertus,F,29.7,90,Pachycephalidae,Passeriformes,N
Pseudorectes incertus,M,30.95,94.5,Pachycephalidae,Passeriformes,N
Pseudosaltator rufiventris,F,31.975,100.5,Thraupidae,Passeriformes,N
Pseudosaltator rufiventris,M,33.05,111,Thraupidae,Passeriformes,N
Pseudoseisura cristata,F,21.95,91.9,Furnariidae,Passeriformes,N
Pseudoseisura cristata,M,29.3,106.275,Furnariidae,Passeriformes,N
Pseudoseisura gutturalis,F,34.36666667,90.66666667,Furnariidae,Passeriformes,N
Pseudoseisura gutturalis,M,33.4,90,Furnariidae,Passeriformes,N
Pseudoseisura lophotes,F,33.73333333,106.6666667,Furnariidae,Passeriformes,N
Pseudospingus verticalis,M,22,59,Thraupidae,Passeriformes,N
Pseudospingus xanthophthalmus,F,19.76666667,69,Thraupidae,Passeriformes,N
Pseudospingus xanthophthalmus,M,20.9,67,Thraupidae,Passeriformes,N
Pseudotriccus pelzelni,F,18.65,41,Tyrannidae,Passeriformes,N
Pseudotriccus pelzelni,M,19.95,45.5,Tyrannidae,Passeriformes,N
Pseudotriccus ruficeps,F,22.825,44.25,Tyrannidae,Passeriformes,N
Pseudotriccus ruficeps,M,22.74,42.4,Tyrannidae,Passeriformes,N
Pseudotriccus simplex,F,19.93333333,43.66666667,Tyrannidae,Passeriformes,N
Pseudotriccus simplex,M,19.36666667,41.83333333,Tyrannidae,Passeriformes,N
Psilopogon annamensis,F,24.5,68.3,Megalaimidae,Piciformes,N
Psilopogon annamensis,M,24.7,69.5,Megalaimidae,Piciformes,N
Psilopogon armillaris,F,24.2,59,Megalaimidae,Piciformes,N
Psilopogon armillaris,M,25.06666667,73.33333333,Megalaimidae,Piciformes,N
Psilopogon asiaticus,F,24.975,66.375,Megalaimidae,Piciformes,N
