Species2_eBird,Sex,mean_Tarsus.Length,mean_Tail.Length,Family2,Order2,Wire.Tails
Ploceus melanogaster,M,20.9,46.83333333,Ploceidae,Passeriformes,N
Ploceus nelicourvi,F,19.25,49,Ploceidae,Passeriformes,N
Ploceus nelicourvi,M,20.7,54.5,Ploceidae,Passeriformes,N
Ploceus nicolli,F,17.9,49.5,Ploceidae,Passeriformes,N
Ploceus nicolli,M,19.6,49,Ploceidae,Passeriformes,N
Ploceus nigerrimus,F,21.025,49,Ploceidae,Passeriformes,N
Ploceus nigerrimus,M,22.52,56.5,Ploceidae,Passeriformes,N
Ploceus nigricollis,F,20.61666667,56,Ploceidae,Passeriformes,N
Ploceus nigricollis,M,21.02857143,55.92857143,Ploceidae,Passeriformes,N
Ploceus nigrimentus,F,26.9,66.5,Ploceidae,Passeriformes,N
Ploceus ocularis,F,21.48,57.6,Ploceidae,Passeriformes,N
Ploceus ocularis,M,21.62857143,59.85714286,Ploceidae,Passeriformes,N
Ploceus olivaceiceps,F,17.95,43,Ploceidae,Passeriformes,N
Ploceus olivaceiceps,M,20.53333333,45.66666667,Ploceidae,Passeriformes,N
Ploceus pelzelni,F,18.66666667,41.33333333,Ploceidae,Passeriformes,N
Ploceus pelzelni,M,20.1,47,Ploceidae,Passeriformes,N
Ploceus philippinus,F,20.35,46.75,Ploceidae,Passeriformes,N
Ploceus philippinus,M,20.67777778,45.55555556,Ploceidae,Passeriformes,N
Ploceus preussi,F,19.2,40.5,Ploceidae,Passeriformes,N
Ploceus preussi,M,15.7,41.5,Ploceidae,Passeriformes,N
Ploceus princeps,F,22.7,49,Ploceidae,Passeriformes,N
Ploceus princeps,M,23.9,55.33333333,Ploceidae,Passeriformes,N
Ploceus reichardi,F,18,45.5,Ploceidae,Passeriformes,N
Ploceus reichardi,M,20.8,48.33333333,Ploceidae,Passeriformes,N
Ploceus rubiginosus,F,20.825,49.625,Ploceidae,Passeriformes,N
Ploceus rubiginosus,M,22.54,51.4,Ploceidae,Passeriformes,N
Ploceus ruweti,M,20.3,47.7,Ploceidae,Passeriformes,N
Ploceus sakalava,F,20.25,48,Ploceidae,Passeriformes,N
Ploceus sakalava,M,21.2,52,Ploceidae,Passeriformes,N
Ploceus sanctithomae,F,21.4,48.5,Ploceidae,Passeriformes,N
Ploceus sanctithomae,M,24.1,51.5,Ploceidae,Passeriformes,N
Ploceus spekei,F,20.65,43,Ploceidae,Passeriformes,N
Ploceus spekei,M,21.5,45.66666667,Ploceidae,Passeriformes,N
Ploceus spekeoides,F,19.7,36,Ploceidae,Passeriformes,N
Ploceus spekeoides,M,20.95,36.5,Ploceidae,Passeriformes,N
Ploceus subaureus,F,20.4,48,Ploceidae,Passeriformes,N
Ploceus subaureus,M,22.55,50,Ploceidae,Passeriformes,N
Ploceus subpersonatus,M,21.8,56,Ploceidae,Passeriformes,N
Ploceus taeniopterus,F,19.9,40,Ploceidae,Passeriformes,N
Ploceus taeniopterus,M,20.2,46.33333333,Ploceidae,Passeriformes,N
Ploceus temporalis,M,21.45,47,Ploceidae,Passeriformes,N
Ploceus tricolor,F,19.45,49.5,Ploceidae,Passeriformes,N
Ploceus tricolor,M,19.73333333,52.33333333,Ploceidae,Passeriformes,N
Ploceus velatus,F,21.375,49.875,Ploceidae,Passeriformes,N
Ploceus velatus,M,22.42,54.4,Ploceidae,Passeriformes,N
Ploceus vitellinus,F,17.625,45.75,Ploceidae,Passeriformes,N
Ploceus vitellinus,M,19.4,50.125,Ploceidae,Passeriformes,N
Ploceus weynsi,F,17.25,50,Ploceidae,Passeriformes,N
Ploceus weynsi,M,20.35,52.5,Ploceidae,Passeriformes,N
Ploceus xanthops,F,24.15,61,Ploceidae,Passeriformes,N
Ploceus xanthops,M,26.23333333,70.33333333,Ploceidae,Passeriformes,N
Ploceus xanthopterus,F,19.75,44,Ploceidae,Passeriformes,N
Ploceus xanthopterus,M,21.46666667,49.33333333,Ploceidae,Passeriformes,N
Pluvialis apricaria,F,37,71.5,Charadriidae,Charadriiformes,N
Pluvialis apricaria,M,38.63333333,69.33333333,Charadriidae,Charadriiformes,N
Pluvialis dominica,F,39.96666667,63.33333333,Charadriidae,Charadriiformes,N
Pluvialis dominica,M,38.2,65.5,Charadriidae,Charadriiformes,N
Pluvialis fulva,F,43,56,Charadriidae,Charadriiformes,N
Pluvialis fulva,M,38.4,60,Charadriidae,Charadriiformes,N
Pluvialis squatarola,F,45,66.5,Charadriidae,Charadriiformes,N
Pluvialis squatarola,M,44.2,74.66666667,Charadriidae,Charadriiformes,N
Pluvianellus socialis,F,20,58,Pluvianellidae,Charadriiformes,N
Pluvianellus socialis,M,20.63333333,60.33333333,Pluvianellidae,Charadriiformes,N
Pluvianus aegyptius,F,34.475,57,Pluvianidae,Charadriiformes,N
Pluvianus aegyptius,M,34.26666667,59.33333333,Pluvianidae,Charadriiformes,N
Pnoepyga albiventer,F,22.6,28.5,Pnoepygidae,Passeriformes,N
Pnoepyga albiventer,M,24.05,24,Pnoepygidae,Passeriformes,N
Pnoepyga formosana,M,21.8,15,Pnoepygidae,Passeriformes,N
Pnoepyga immaculata,M,21.75,14.8,Pnoepygidae,Passeriformes,N
Pnoepyga pusilla,F,18.75,15,Pnoepygidae,Passeriformes,N
Pnoepyga pusilla,M,18.46666667,21,Pnoepygidae,Passeriformes,N
Podargus ocellatus,F,21.13333333,154,Podargidae,Caprimulgiformes,N
Podargus ocellatus,M,21,159.5,Podargidae,Caprimulgiformes,N
Podargus papuensis,F,30.35,262.5,Podargidae,Caprimulgiformes,N
Podargus papuensis,M,34.45,271.5,Podargidae,Caprimulgiformes,N
Podargus strigoides,F,28.75,172.5,Podargidae,Caprimulgiformes,N
Podargus strigoides,M,29.3,171.5,Podargidae,Caprimulgiformes,N
Podica senegalensis,F,40.2,119.3333333,Heliornithidae,Gruiformes,N
Podica senegalensis,M,42,133.5,Heliornithidae,Gruiformes,N
Podiceps auritus,F,42.6,35,Podicipedidae,Podicipediformes,N
Podiceps auritus,M,43.025,32.25,Podicipedidae,Podicipediformes,N
Podiceps cristatus,F,58.86666667,38.91666667,Podicipedidae,Podicipediformes,N
Podiceps cristatus,M,63.24,42.8,Podicipedidae,Podicipediformes,N
Podiceps grisegena,F,54.52,30.6,Podicipedidae,Podicipediformes,N
Podiceps grisegena,M,54.34,33.5,Podicipedidae,Podicipediformes,N
Podiceps major,F,67.4,38.5,Podicipedidae,Podicipediformes,N
Podiceps major,M,67.93333333,43,Podicipedidae,Podicipediformes,N
Podiceps nigricollis,F,36.5,26.5,Podicipedidae,Podicipediformes,N
Podiceps nigricollis,M,40.55,29.5,Podicipedidae,Podicipediformes,N
Podiceps occipitalis,F,36.575,28.25,Podicipedidae,Podicipediformes,N
Podiceps occipitalis,M,36.96,33.2,Podicipedidae,Podicipediformes,N
Podiceps taczanowskii,F,44.8,28.5,Podicipedidae,Podicipediformes,N
Podiceps taczanowskii,M,45.05,32.5,Podicipedidae,Podicipediformes,N
Podilymbus podiceps,M,41.55,33.5,Podicipedidae,Podicipediformes,N
Podoces biddulphi,F,40.75,99,Corvidae,Passeriformes,N
Podoces biddulphi,M,45.38571429,99.42857143,Corvidae,Passeriformes,N
Podoces hendersoni,F,36.05,104.5,Corvidae,Passeriformes,N
Podoces hendersoni,M,42.13333333,100.5555556,Corvidae,Passeriformes,N
Podoces panderi,F,33.9,86,Corvidae,Passeriformes,N
Podoces panderi,M,42.81428571,91,Corvidae,Passeriformes,N
Podoces pleskei,M,45.2,79.5,Corvidae,Passeriformes,N
Poecile atricapillus,F,16.94,60.6,Paridae,Passeriformes,N
Poecile atricapillus,M,16.45714286,61,Paridae,Passeriformes,N
Poecile carolinensis,F,14.46666667,48.91666667,Paridae,Passeriformes,N
Poecile carolinensis,M,14.65,51.5,Paridae,Passeriformes,N
Poecile cinctus,F,14.25,67.5,Paridae,Passeriformes,N
Poecile cinctus,M,15.3,64,Paridae,Passeriformes,N
Poecile davidi,F,16.5,46.1,Paridae,Passeriformes,N
Poecile davidi,M,15.6,49.83333333,Paridae,Passeriformes,N
Poecile gambeli,F,18.3,58,Paridae,Passeriformes,N
Poecile gambeli,M,17.9,61,Paridae,Passeriformes,N
Poecile hudsonicus,F,16.25,57,Paridae,Passeriformes,N
Poecile hudsonicus,M,16.35,60,Paridae,Passeriformes,N
Poecile lugubris,F,19.7,64,Paridae,Passeriformes,N
Poecile lugubris,M,19.16666667,64.66666667,Paridae,Passeriformes,N
Poecile montanus,F,15.675,56.375,Paridae,Passeriformes,N
Poecile montanus,M,16.56,61.6,Paridae,Passeriformes,N
Poecile palustris,F,16.5,53.125,Paridae,Passeriformes,N
Poecile palustris,M,15.46,56.2,Paridae,Passeriformes,N
Poecile rufescens,F,15.75,47,Paridae,Passeriformes,N
Poecile rufescens,M,16,47,Paridae,Passeriformes,N
Poecile sclateri,F,16.7,58,Paridae,Passeriformes,N
Poecile sclateri,M,16.8,60.5,Paridae,Passeriformes,N
Poecile superciliosus,F,19.8,63,Paridae,Passeriformes,N
Poecile superciliosus,M,18.9,67,Paridae,Passeriformes,N
Poecile weigoldicus,F,16.65,45.5,Paridae,Passeriformes,N
Poecile weigoldicus,M,17.45,48.25,Paridae,Passeriformes,N
Poecilodryas albonotata,M,22.2,75.5,Petroicidae,Passeriformes,N
Poecilodryas brachyura,F,19.5,50,Petroicidae,Passeriformes,N
Poecilodryas cerviniventris,F,18.6,65.5,Petroicidae,Passeriformes,N
Poecilodryas cerviniventris,M,20.66666667,73.66666667,Petroicidae,Passeriformes,N
Poecilodryas hypoleuca,F,17.4,62.5,Petroicidae,Passeriformes,N
Poecilodryas hypoleuca,M,17.36666667,57.33333333,Petroicidae,Passeriformes,N
Poecilodryas superciliosa,F,18.8,64,Petroicidae,Passeriformes,N
Poecilostreptus cabanisi,M,14.95,58.5,Thraupidae,Passeriformes,N
Poecilostreptus palmeri,F,19.1,58,Thraupidae,Passeriformes,N
Poecilostreptus palmeri,M,19.5,58.66666667,Thraupidae,Passeriformes,N
Poecilotriccus albifacies,M,14.05,34.65,Tyrannidae,Passeriformes,N
Poecilotriccus calopterus,M,14.8,30,Tyrannidae,Passeriformes,N
Poecilotriccus capitalis,M,17.3,31,Tyrannidae,Passeriformes,N
Poecilotriccus fumifrons,F,17.35,32.5,Tyrannidae,Passeriformes,N
Poecilotriccus fumifrons,M,17.92,33.44,Tyrannidae,Passeriformes,N
Poecilotriccus latirostris,F,18.3,32,Tyrannidae,Passeriformes,N
Poecilotriccus latirostris,M,18.4,36,Tyrannidae,Passeriformes,N
Poecilotriccus luluae,F,17.4,38.5,Tyrannidae,Passeriformes,N
Poecilotriccus luluae,M,18.35,39,Tyrannidae,Passeriformes,N
Poecilotriccus plumbeiceps,F,17.36666667,36.5,Tyrannidae,Passeriformes,N
Poecilotriccus plumbeiceps,M,18.975,36.5,Tyrannidae,Passeriformes,N
Poecilotriccus pulchellus,F,14.6,31.25,Tyrannidae,Passeriformes,N
Poecilotriccus pulchellus,M,14.6,36,Tyrannidae,Passeriformes,N
Poecilotriccus ruficeps,F,17.2,34.525,Tyrannidae,Passeriformes,N
Poecilotriccus ruficeps,M,16.56,35.6,Tyrannidae,Passeriformes,N
Poecilotriccus russatus,F,19.2,30.75,Tyrannidae,Passeriformes,N
Poecilotriccus russatus,M,18.6,33.75,Tyrannidae,Passeriformes,N
Poecilotriccus senex,F,18.5,31,Tyrannidae,Passeriformes,N
Poecilotriccus senex,M,17.9,36.26,Tyrannidae,Passeriformes,N
Poecilotriccus sylvia,F,18.45,31,Tyrannidae,Passeriformes,N
Poecilotriccus sylvia,M,19.4,32,Tyrannidae,Passeriformes,N
Poeoptera femoralis,F,24.2,67.5,Sturnidae,Passeriformes,N
Poeoptera femoralis,M,22.06,70.1,Sturnidae,Passeriformes,N
Poeoptera kenricki,F,19.525,79.25,Sturnidae,Passeriformes,N
Poeoptera kenricki,M,20.66,83,Sturnidae,Passeriformes,N
Poeoptera lugubris,F,19.3,98.75,Sturnidae,Passeriformes,N
Poeoptera lugubris,M,18.65,123.75,Sturnidae,Passeriformes,N
Poeoptera stuhlmanni,F,19.5,77,Sturnidae,Passeriformes,N
Poeoptera stuhlmanni,M,20.83333333,82.16666667,Sturnidae,Passeriformes,N
Poephila acuticauda,F,15.35,75,Estrildidae,Passeriformes,N
Poephila acuticauda,M,14.53333333,87.5,Estrildidae,Passeriformes,N
Poephila cincta,F,15.55,37.5,Estrildidae,Passeriformes,N
Poephila cincta,M,14.65,39,Estrildidae,Passeriformes,N
Poephila personata,F,15.05,54.5,Estrildidae,Passeriformes,N
Poephila personata,M,15.06666667,52,Estrildidae,Passeriformes,N
Pogoniulus atroflavus,F,13.65,32,Lybiidae,Piciformes,N
Pogoniulus atroflavus,M,15.03333333,32.33333333,Lybiidae,Piciformes,N
Pogoniulus bilineatus,F,16.45,29,Lybiidae,Piciformes,N
Pogoniulus bilineatus,M,15.56666667,28.33333333,Lybiidae,Piciformes,N
Pogoniulus chrysoconus,F,14.03333333,29.66666667,Lybiidae,Piciformes,N
Pogoniulus chrysoconus,M,14.06666667,29.08333333,Lybiidae,Piciformes,N
Pogoniulus coryphaea,F,12.95,26.5,Lybiidae,Piciformes,N
Pogoniulus coryphaea,M,14.3,29.33333333,Lybiidae,Piciformes,N
Pogoniulus leucomystax,F,12.95,30.5,Lybiidae,Piciformes,N
Pogoniulus leucomystax,M,14.06666667,30,Lybiidae,Piciformes,N
Pogoniulus pusillus,F,14.375,33,Lybiidae,Piciformes,N
Pogoniulus pusillus,M,14.7,34.4,Lybiidae,Piciformes,N
Pogoniulus scolopaceus,F,14.3,32.66666667,Lybiidae,Piciformes,N
Pogoniulus scolopaceus,M,15.55,35,Lybiidae,Piciformes,N
Pogoniulus simplex,F,12.45,29,Lybiidae,Piciformes,N
Pogoniulus simplex,M,12.13333333,26.66666667,Lybiidae,Piciformes,N
Pogoniulus subsulphureus,F,13.1,25,Lybiidae,Piciformes,N
Pogoniulus subsulphureus,M,12.1,26.5,Lybiidae,Piciformes,N
Pogonocichla stellata,F,25.31666667,57.25,Muscicapidae,Passeriformes,N
Pogonocichla stellata,M,26.18571429,65.78571429,Muscicapidae,Passeriformes,N
Poicephalus crassus,M,17.3,74,Psittacidae,Psittaciformes,N
Poicephalus cryptoxanthus,F,14.85,63,Psittacidae,Psittaciformes,N
Poicephalus cryptoxanthus,M,16.73333333,76,Psittacidae,Psittaciformes,N
Poicephalus flavifrons,F,17.65,75,Psittacidae,Psittaciformes,N
Poicephalus flavifrons,M,18.8,85.66666667,Psittacidae,Psittaciformes,N
Poicephalus fuscicollis,F,20.9,85,Psittacidae,Psittaciformes,N
Poicephalus fuscicollis,M,22.16666667,87.66666667,Psittacidae,Psittaciformes,N
Poicephalus gulielmi,F,19,90.125,Psittacidae,Psittaciformes,N
Poicephalus gulielmi,M,19.3,92.8,Psittacidae,Psittaciformes,N
Poicephalus meyeri,F,16.55,64,Psittacidae,Psittaciformes,N
Poicephalus meyeri,M,15.76666667,61,Psittacidae,Psittaciformes,N
Poicephalus robustus,F,21.3,98,Psittacidae,Psittaciformes,N
Poicephalus robustus,M,20.7,88.75,Psittacidae,Psittaciformes,N
Poicephalus rueppellii,F,15.6,69.5,Psittacidae,Psittaciformes,N
Poicephalus rueppellii,M,16.6,74,Psittacidae,Psittaciformes,N
Poicephalus rufiventris,F,16.35,72.625,Psittacidae,Psittaciformes,N
Poicephalus rufiventris,M,17.58,74.5,Psittacidae,Psittaciformes,N
Poicephalus senegalus,F,17.4,67,Psittacidae,Psittaciformes,N
Poicephalus senegalus,M,17.375,68.625,Psittacidae,Psittaciformes,N
Poikilocarbo gaimardi,F,56.1,96,Phalacrocoracidae,Suliformes,N
Poikilocarbo gaimardi,M,53.1,90.5,Phalacrocoracidae,Suliformes,N
Polemaetus bellicosus,F,112.5,278.5,Accipitridae,Accipitriformes,N
Polemaetus bellicosus,M,109.5,233.5,Accipitridae,Accipitriformes,N
Polihierax insignis,F,35.9,118.5,Falconidae,Falconiformes,N
Polihierax insignis,M,35.46666667,117.3333333,Falconidae,Falconiformes,N
Polihierax semitorquatus,F,27.75,68,Falconidae,Falconiformes,N
Polihierax semitorquatus,M,27.66666667,75.33333333,Falconidae,Falconiformes,N
Poliocephalus poliocephalus,M,34,30,Podicipedidae,Podicipediformes,N
Poliocephalus rufopectus,F,33.5,26,Podicipedidae,Podicipediformes,N
Poliocephalus rufopectus,M,36.1,34.5,Podicipedidae,Podicipediformes,N
Poliocrania exsul,F,28.52727273,43.67272727,Thamnophilidae,Passeriformes,N
Poliocrania exsul,M,28.17666667,48.45333333,Thamnophilidae,Passeriformes,N
Poliolais lopezi,F,20.1,24,Cisticolidae,Passeriformes,N
Poliolais lopezi,M,22.2,33,Cisticolidae,Passeriformes,N
Poliolimnas cinereus,F,30.65,51,Rallidae,Gruiformes,N
Poliolimnas cinereus,M,33.43333333,47.33333333,Rallidae,Gruiformes,N
Polioptila albiloris,F,16.1,46.5,Polioptilidae,Passeriformes,N
Polioptila albiloris,M,16.75,50.5,Polioptilidae,Passeriformes,N
Polioptila bilineata,F,16.84285714,37.42857143,Polioptilidae,Passeriformes,N
Polioptila bilineata,M,17.9,40.21428571,Polioptilidae,Passeriformes,N
Polioptila caerulea,F,16.3,47.33333333,Polioptilidae,Passeriformes,N
Polioptila caerulea,M,16.26666667,49.66666667,Polioptilidae,Passeriformes,N
Polioptila californica,F,17,51,Polioptilidae,Passeriformes,N
Polioptila californica,M,17.16666667,49.33333333,Polioptilidae,Passeriformes,N
Polioptila dumicola,F,18.73333333,56,Polioptilidae,Passeriformes,N
Polioptila dumicola,M,17.96666667,55.33333333,Polioptilidae,Passeriformes,N
Polioptila facilis,F,13.4,47.5,Polioptilidae,Passeriformes,N
Polioptila guianensis,M,16.05,45.75,Polioptilidae,Passeriformes,N
Polioptila lactea,F,16.65,45.5,Polioptilidae,Passeriformes,N
Polioptila lactea,M,15.45,44,Polioptilidae,Passeriformes,N
Polioptila lembeyei,M,14.9,50,Polioptilidae,Passeriformes,N
Polioptila melanura,F,16.05,54.5,Polioptilidae,Passeriformes,N
Polioptila melanura,M,16.2,55,Polioptilidae,Passeriformes,N
Polioptila nigriceps,F,18.3,52.25,Polioptilidae,Passeriformes,N
Polioptila nigriceps,M,17.4,52.75,Polioptilidae,Passeriformes,N
Polioptila paraensis,F,13.1,45.6,Polioptilidae,Passeriformes,N
Polioptila paraensis,M,14.6,48.1,Polioptilidae,Passeriformes,N
Polioptila plumbea,F,15.68,52.42,Polioptilidae,Passeriformes,N
Polioptila plumbea,M,16.67142857,51.92857143,Polioptilidae,Passeriformes,N
Polioptila schistaceigula,F,14.8,49,Polioptilidae,Passeriformes,N
Polyboroides radiatus,F,88.55,306,Accipitridae,Accipitriformes,N
Polyboroides radiatus,M,90.83333333,292.6666667,Accipitridae,Accipitriformes,N
Polyboroides typus,F,86.975,275.25,Accipitridae,Accipitriformes,N
Polyboroides typus,M,88.98,301.7,Accipitridae,Accipitriformes,N
Polyerata amabilis,F,5.033333333,29,Trochilidae,Caprimulgiformes,N
Polyerata amabilis,M,4.966666667,29.83333333,Trochilidae,Caprimulgiformes,N
Polyerata decora,F,4.5,31,Trochilidae,Caprimulgiformes,N
Polyerata decora,M,5.25,29.5,Trochilidae,Caprimulgiformes,N
Polyerata rosenbergi,F,7,27,Trochilidae,Caprimulgiformes,N
Polyerata rosenbergi,M,5.95,30.75,Trochilidae,Caprimulgiformes,N
Polyonymus caroli,F,6.3,49,Trochilidae,Caprimulgiformes,N
Polyonymus caroli,M,6.425,59.25,Trochilidae,Caprimulgiformes,N
Polyplectron bicalcaratum,F,61.6,198.5,Phasianidae,Galliformes,N
Polyplectron bicalcaratum,M,71.65,352.5,Phasianidae,Galliformes,N
Polyplectron chalcurum,M,59.125,229,Phasianidae,Galliformes,N
Polyplectron germaini,F,56,202.5,Phasianidae,Galliformes,N
Polyplectron germaini,M,63.06666667,267,Phasianidae,Galliformes,N
Polyplectron inopinatum,F,60.15,200,Phasianidae,Galliformes,N
Polyplectron inopinatum,M,70.25,342.5,Phasianidae,Galliformes,N
Polyplectron katsumatae,F,50.4,135.05,Phasianidae,Galliformes,N
Polyplectron katsumatae,M,61.7,210.9,Phasianidae,Galliformes,N
Polyplectron malacense,F,59.1,145.5,Phasianidae,Galliformes,N
Polyplectron malacense,M,68.75,224,Phasianidae,Galliformes,N
Polyplectron napoleonis,F,56.95,130,Phasianidae,Galliformes,N
Polyplectron napoleonis,M,61.5,200.5,Phasianidae,Galliformes,N
Polyplectron schleiermacheri,F,55.25,155,Phasianidae,Galliformes,N
Polyplectron schleiermacheri,M,63.3,189,Phasianidae,Galliformes,N
Polysticta stelleri,F,31.15,66.5,Anatidae,Anseriformes,N
Polysticta stelleri,M,35.7,87.33333333,Anatidae,Anseriformes,N
Polystictus pectoralis,F,14.7,36.5,Tyrannidae,Passeriformes,N
Polystictus pectoralis,M,15.35,41,Tyrannidae,Passeriformes,N
Polystictus superciliaris,F,15.25,40,Tyrannidae,Passeriformes,N
Polystictus superciliaris,M,14.8,47.75,Tyrannidae,Passeriformes,N
Polytelis alexandrae,F,19.25,226,Psittaculidae,Psittaciformes,N
Polytelis alexandrae,M,19.76666667,281.6666667,Psittaculidae,Psittaciformes,N
Polytelis anthopeplus,F,19.7,208,Psittaculidae,Psittaciformes,N
Polytelis anthopeplus,M,20.3,210,Psittaculidae,Psittaciformes,N
Polytelis swainsonii,F,18.4,198.5,Psittaculidae,Psittaciformes,N
Polytelis swainsonii,M,18.25,225,Psittaculidae,Psittaciformes,N
Polytmus guainumbi,F,3.833333333,38.06666667,Trochilidae,Caprimulgiformes,N
Polytmus guainumbi,M,4.175,39.1,Trochilidae,Caprimulgiformes,N
Polytmus milleri,F,4.9,41,Trochilidae,Caprimulgiformes,N
Polytmus milleri,M,5.2,40,Trochilidae,Caprimulgiformes,N
Polytmus theresiae,F,3.7,31,Trochilidae,Caprimulgiformes,N
Polytmus theresiae,M,4,33.25,Trochilidae,Caprimulgiformes,N
Pomarea dimidiata,M,25.15,60.5,Monarchidae,Passeriformes,N
Pomarea fluxa,F,24.85,74.2,NA,NA,N
Pomarea fluxa,M,24.85,71.45,NA,NA,N
Pomarea iphis,F,26.25,74.5,Monarchidae,Passeriformes,N
Pomarea iphis,M,28.125,76.375,Monarchidae,Passeriformes,N
Pomarea mendozae,M,27.4875,73,Monarchidae,Passeriformes,N
Pomarea mira,F,28.5,76.9,Monarchidae,Passeriformes,N
Pomarea mira,M,27.15,78.5,Monarchidae,Passeriformes,N
Pomarea nigra,F,28.5,76,Monarchidae,Passeriformes,N
Pomarea nigra,M,27.9125,71.4375,Monarchidae,Passeriformes,N
Pomarea nukuhivae,F,26.95,75.35,NA,NA,N
Pomarea nukuhivae,M,26.86666667,69.16666667,NA,NA,N
Pomarea whitneyi,F,28.275,102.25,Monarchidae,Passeriformes,N
Pomarea whitneyi,M,35.21666667,99,Monarchidae,Passeriformes,N
Pomatorhinus ferruginosus,F,29.9,93.5,Timaliidae,Passeriformes,N
Pomatorhinus ferruginosus,M,31.83333333,98.66666667,Timaliidae,Passeriformes,N
Pomatorhinus horsfieldii,F,30.3,98.5,Timaliidae,Passeriformes,N
Pomatorhinus horsfieldii,M,33.66666667,100.3333333,Timaliidae,Passeriformes,N
Pomatorhinus melanurus,F,32.55,86.75,Timaliidae,Passeriformes,N
Pomatorhinus melanurus,M,30.73333333,89.66666667,Timaliidae,Passeriformes,N
Pomatorhinus montanus,F,29.575,79.375,Timaliidae,Passeriformes,N
Pomatorhinus montanus,M,29.65,88.5,Timaliidae,Passeriformes,N
Pomatorhinus musicus,F,30.45,84.5,Timaliidae,Passeriformes,N
Pomatorhinus musicus,M,30.3,89.33333333,Timaliidae,Passeriformes,N
Pomatorhinus ochraceiceps,F,29.25,105.5,Timaliidae,Passeriformes,N
Pomatorhinus ochraceiceps,M,30.5,109.3333333,Timaliidae,Passeriformes,N
Pomatorhinus ruficollis,F,28.25,81.5,Timaliidae,Passeriformes,N
Pomatorhinus ruficollis,M,27.8,89.5,Timaliidae,Passeriformes,N
Pomatorhinus schisticeps,F,31.4,92.5,Timaliidae,Passeriformes,N
Pomatorhinus schisticeps,M,33.36666667,101.3333333,Timaliidae,Passeriformes,N
Pomatorhinus superciliaris,F,31.25,90.5,Timaliidae,Passeriformes,N
Pomatorhinus superciliaris,M,30.35,89.5,Timaliidae,Passeriformes,N
Pomatostomus halli,F,26.56,84.4,Pomatostomidae,Passeriformes,N
Pomatostomus halli,M,26.37142857,87.5,Pomatostomidae,Passeriformes,N
Pomatostomus isidorei,F,32.4,114.5,Pomatostomidae,Passeriformes,N
Pomatostomus isidorei,M,33.9,114,Pomatostomidae,Passeriformes,N
Pomatostomus ruficeps,F,27.5,84.16666667,Pomatostomidae,Passeriformes,N
Pomatostomus ruficeps,M,28.25,96.5,Pomatostomidae,Passeriformes,N
Pomatostomus superciliosus,F,25.45,75,Pomatostomidae,Passeriformes,N
Pomatostomus superciliosus,M,27.6,83.66666667,Pomatostomidae,Passeriformes,N
Pomatostomus temporalis,F,32.16666667,111.3333333,Pomatostomidae,Passeriformes,N
Pomatostomus temporalis,M,32.25,102,Pomatostomidae,Passeriformes,N
Poodytes albolimbatus,M,23.4,59,Locustellidae,Passeriformes,N
Poodytes carteri,F,15.175,66.875,Locustellidae,Passeriformes,N
Poodytes carteri,M,15.45,63.25,Locustellidae,Passeriformes,N
Poodytes gramineus,F,19.25,59,Locustellidae,Passeriformes,N
Poodytes gramineus,M,20.3,50.25,Locustellidae,Passeriformes,N
Poodytes punctatus,F,21.75,77,Locustellidae,Passeriformes,N
Poodytes punctatus,M,22.95,73,Locustellidae,Passeriformes,N
Poodytes rufescens,F,27.7,80,NA,NA,N
Poodytes rufescens,M,25.2,55,NA,NA,N
Pooecetes gramineus,F,20.1,60.5,Passerellidae,Passeriformes,N
Pooecetes gramineus,M,20.03333333,59,Passerellidae,Passeriformes,N
Poospiza baeri,F,23.9,79.5,Thraupidae,Passeriformes,N
Poospiza baeri,M,26.13333333,79,Thraupidae,Passeriformes,N
Poospiza boliviana,M,21.04,68.4,Thraupidae,Passeriformes,N
Poospiza garleppi,F,26,80,Thraupidae,Passeriformes,N
Poospiza garleppi,M,27.56666667,82,Thraupidae,Passeriformes,N
Poospiza goeringi,M,28.125,54.625,Thraupidae,Passeriformes,N
Poospiza hispaniolensis,F,19.9,45,Thraupidae,Passeriformes,N
Poospiza hispaniolensis,M,21,46,Thraupidae,Passeriformes,N
Poospiza nigrorufa,F,19,62,Thraupidae,Passeriformes,N
Poospiza nigrorufa,M,20.7,64.5,Thraupidae,Passeriformes,N
Poospiza ornata,F,17.45,55.5,Thraupidae,Passeriformes,N
Poospiza ornata,M,15.75,57.25,Thraupidae,Passeriformes,N
Poospiza rubecula,M,22.05,71,Thraupidae,Passeriformes,N
Poospiza rufosuperciliaris,F,27.8,66,Thraupidae,Passeriformes,N
Poospiza rufosuperciliaris,M,29.56666667,66.5,Thraupidae,Passeriformes,N
Poospiza whitii,F,19.3,62,Thraupidae,Passeriformes,N
Poospiza whitii,M,19.23333333,61.66666667,Thraupidae,Passeriformes,N
Poospizopsis caesar,F,26.75,80,Thraupidae,Passeriformes,N
Poospizopsis caesar,M,26.7,74.5,Thraupidae,Passeriformes,N
Poospizopsis hypochondria,F,22.2,70,Thraupidae,Passeriformes,N
Poospizopsis hypochondria,M,22.66666667,72.33333333,Thraupidae,Passeriformes,N
Porphyrio alleni,F,47.25,63,Rallidae,Gruiformes,N
Porphyrio alleni,M,50.86666667,64,Rallidae,Gruiformes,N
Porphyrio flavirostris,F,39,67,Rallidae,Gruiformes,N
